Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
7,Ren_ Vandereycken,M,5'09,175.26,11 07,22/07/1953,32,Spalbeek,Anderlecht,Belgium,B
8,Enzo Scifo,M,5'09,175.26,11 09,19/02/1966,20,Haine-Saint-Paul,Anderlecht,Belgium,B
9,Erwin Vandenbergh,F,6'00,182.88,11 11,26/01/1959,27,Ramsel,Anderlecht,Belgium,B
10,Philippe Desmet,M,,,,29/11/1958,27,Waregem,Waregem,Belgium,B
11,Jan Ceulemans,F,6'01,185.42,12 11,28/02/1957,29,Lier,Club Brugge,Belgium,B
12,Jacky Munaron,G,5'11,180.34,11 11,08/09/1956,29,Namur,Anderlecht,Belgium,B
13,Georges GrÙn,D,6'01,185.42,12 00,25/01/1962,24,Etterbeek,Anderlecht,Belgium,B
14,Lei Clijsters,D,5'10,177.8,12 02,06/11/1956,29,Bree,Waterschei Thor,Belgium,B
15,Leo Van Der Elst,D,5'11,180.34,11 11,07/01/1962,24,Opwijk,Club Brugge,Belgium,B
16,Nico Claesen,F,5'07,170.18,11 00,01/10/1962,23,Leut,Standard Liège,Belgium,B
17,Raymond Mommens,M,5'10,177.8,11 00,27/12/1958,27,Lebbeke,Lokeren,Belgium,B
18,Daniel Veyt,F,5'09,175.26,11 03,09/12/1956,29,,Waregem,Belgium,B
19,Hugo Broos,M,5'11,180.34,12 04,10/04/1952,34,Humbeek,Club Brugge,Belgium,B
20,Gilbert Bodart,G,6'00,182.88,12 13,02/09/1962,23,Ougr_e,Standard Liège,Belgium,B
21,St_phane Demol,M,6'02,187.96,12 11,11/03/1966,20,Boosvorde,Anderlecht,Belgium,B
22,Patrick Vervoort,M,5'10,177.8,11 05,17/01/1965,21,Berle,Germinal Beerschot,Belgium,B
1,Raad Hammoudi Salman,G,,,,04/12/1953,32,,Al-Shurta,Iraq,B
2,Maad Ibrahim Majid,D,,,,18/05/1954,32,,Al-Rasheed,Iraq,B
3,Khalil Mohammed Allawi,D,5'10,177.8,11 03,30/04/1961,25,,Al-Rasheed,Iraq,B
4,Nadhim Shaker Salim,D,5'09,175.26,12 08,19/01/1958,28,,Al-Tayaran,Iraq,B
5,Samir Shaker Mahmoud,M,,,,03/11/1955,30,,Al-Rasheed,Iraq,B
6,Ali Hussein Shihab,M,5'08,172.72,10 10,28/10/1956,29,,Talaba,Iraq,B
7,Haris Mohammed Hassan,M,,,,22/07/1953,32,,Al-Rasheed,Iraq,B
8,Ahmed Radhi,F,,,,19/02/1966,20,Baghdad,Al-Rasheed,Iraq,B
9,Karim Saddam Minshid,D,,,,26/01/1959,27,,Al-Jaish,Iraq,B
10,Hussein Saeed,F,5'11,180.34,12 02,29/10/1958,27,Baghdad,Talaba,Iraq,B
11,Abdul-Rahim Hamed Aufi,F,,,,28/02/1957,29,,Al-Jaish,Iraq,B
12,Jamal Ali Hamza,F,,,,08/09/1956,29,,Talaba,Iraq,B
13,Karim Mohammed Allawi,M,,,,25/01/1962,24,,Al-Rasheed,Iraq,B
14,Basil Gorgis,M,5'11,180.34,11 11,06/10/1956,29,Ankawa,Al-Shabab,Iraq,B
15,Natiq Hashim Abidoun,M,,,,07/01/1962,24,,Al-Tayaran,Iraq,B
16,Shaker Mahmoud Hamza,M,5'09,175.26,11 11,07/10/1962,23,,Al-Shabab,Iraq,B
17,Anad Abid Tweresh,D,,,,27/12/1958,27,,Al-Rasheed,Iraq,B
18,Ismail Mohammed Sharif,M,,,,09/12/1956,29,,Al-Shabab,Iraq,B
19,Basim Qasim Hamdan,M,,,,10/04/1952,34,,Al-Shurta,Iraq,B
20,Abdul-Fatah Nasif Jassim,G,6'01,185.42,12 04,02/09/1962,23,,Al-Jaish,Iraq,B
21,Ahmad Jassim Mohammed,G,,,,11/03/1966,20,,Al-Rasheed,Iraq,B
22,Ghanim Oraibi Jassim,D,5'07,170.18,11 00,17/01/1965,21,,Al-Shabab,Iraq,B
1,Pablo Larios,G,5'10,177.8,10 12,31/07/1960,25,Mexico City,Cruz Azul,Mexico,B
2,Mario Trejo,D,,,,18/09/1961,24,Mexico City,Am_rica,Mexico,B
3,Fernando Quirarte,D,6'00,182.88,11 09,07/07/1961,24,Guadalajara,Guadalajara,Mexico,B
4,Armando Manzo,D,,,,16/01/1958,28,Mexico City,Am_rica,Mexico,B
5,Francisco Javier Cruz,D,5'07,170.18,10 10,24/05/1966,20,San Luis,Monterrey,Mexico,B
6,Carlos de los Cobos,M,5'09,175.26,10 10,10/12/1958,27,Tamaulipas,Am_rica,Mexico,B
7,Miguel Espa_a,M,5'09,175.26,11 00,30/04/1961,25,Mexico City,UNAM,Mexico,B
8,Alejandro DomÕnguez,M,5'09,175.26,10 10,09/11/1961,24,Mexico City,Am_rica,Mexico,B
9,Hugo Sànchez,F,5'09,175.26,11 07,11/06/1958,27,Mexico City,Real Madrid,Mexico,B
10,Tomas Boy,M,5'10,177.8,11 07,05/07/1956,29,Mexico City,UANL Tigres,Mexico,B
11,Carlos Hermosillo,F,6'02,187.96,12 13,24/08/1964,21,Cerro Azul,Am_rica,Mexico,B
12,Ignacio RodrÕguez,G,,,,12/06/1956,29,Zacatepec,Atlante,Mexico,B
13,Javier Aguirre,F,5'09,175.26,11 07,01/12/1958,27,Mexico City,Am_rica,Mexico,B
14,Felix Cruz,D,5'10,177.8,11 09,04/04/1960,26,Torr_on,UNAM,Mexico,B
15,Luis Flores,F,,,,08/08/1962,23,Guadalajara,UNAM,Mexico,B
16,Carlos Mu_oz,M,6'00,182.88,12 08,08/09/1962,23,San LuÕs Potosi,UANL Tigres,Mexico,B
17,RaÏl ServÕn,D,5'10,177.8,"5'10""",29/04/1963,23,Mexico City,UNAM,Mexico,B
18,Rafael Amador,D,5'11,180.34,11 03,15/02/1959,27,Tlaxcala,UNAM,Mexico,B
19,Javier Hernàndez,F,,,,01/08/1961,24,Tototlan,UAG Tecos,Mexico,B
20,Olaf Heredia,G,,,,19/10/1957,28,Apatzingàn,UANL Tigres,Mexico,B
21,CristÑbal Ortega,F,5'05,165.1,10 03,25/07/1956,29,Mexico City,Am_rica,Mexico,B
22,Manuel Negrete,F,,,,15/05/1959,27,Altamirano,UNAM,Mexico,B
1,Roberto Fernàndez,G,6'04,193.04,12 13,09/07/1954,31,AsunciÑn,Deportivo Cali,Paraguay,B
2,Juan Torales,D,5'08,172.72,10 12,09/03/1956,30,Luque,Libertad,Paraguay,B
3,C_sar Zabala,D,5'11,180.34,12 02,03/06/1961,24,Luque,Cerro Porte_o,Paraguay,B
4,Vladimiro Schettina,D,6'01,185.42,12 06,08/10/1955,30,AsunciÑn,GuaranÕ,Paraguay,B
5,Rogelio Delgado,D,5'10,177.8,11 11,12/10/1959,26,AsunciÑn,Olimpia,Paraguay,B
6,Jorge Amado Nunes,D,,,,18/10/1961,24,AsunciÑn,Deportivo Cali,Paraguay,B
7,Buenaventura Ferreira,M,5'09,175.26,11 09,04/07/1960,25,Coronel Oviedo,Deportivo Cali,Paraguay,B
8,Julio C_sar Romero,F,5'08,172.72,10 10,28/08/1960,25,Luque,Fluminense,Paraguay,B
9,Roberto Caba_as,F,5'09,175.26,10 12,11/04/1961,25,Pilar,America de Cali,Paraguay,B
10,Adolfino Ca_ete,M,5'08,172.72,11 03,13/09/1956,29,AsunciÑn,Cruz Azul,Paraguay,B
11,Alfredo Mendoza,F,5'08,172.72,10 06,31/12/1963,22,EncarnaciÑn,Independiente Medellin,Paraguay,B
12,Jos_ Battaglia,G,,,,12/01/1960,26,,Sol de America,Paraguay,B
13,Virginio Càceres,D,5'09,175.26,10 12,21/05/1962,24,Itacurubi,GuaranÕ,Paraguay,B
14,Luis Caballero,D,,,,17/09/1962,23,,GuaranÕ,Paraguay,B
15,Eufemio Cabral,F,,,,21/03/1955,31,AsunciÑn,GuaranÕ,Paraguay,B
16,Jorge Guasch,M,5'09,175.26,11 05,17/01/1961,25,Ità,Olimpia,Paraguay,B
17,Francisco Alcaraz,F,,,,04/04/1960,26,,Nacional,Paraguay,B
18,Evaristo Isasi,F,,,,26/10/1955,30,,Olimpia,Paraguay,B
19,Rolando Chilavert,M,,,,22/05/1961,25,Luque,Club GuaranÕ,Paraguay,B
20,RamÑn Hicks,F,5'09,175.26,10 12,30/05/1959,27,AsunciÑn,Libertad,Paraguay,B
21,Faustino Alonso,F,,,,15/02/1961,25,,Sol de America,Paraguay,B
22,Juliàn Coronel,G,,,,23/10/1958,27,,GuaranÕ,Paraguay,B
1,Tino Lettieri,G,5'08,172.72,11 11,27/09/1957,28,Bari,Minnesota Strikers,Canada,C
2,Bob Lenarduzzi,D,6'00,182.88,12 02,01/05/1955,31,Vancouver,Tacoma Stars,Canada,C
3,Bruce Wilson,D,5'10,177.8,11 09,20/06/1951,34,Vancouver,Inex Toronto,Canada,C
4,Randy Ragan,M,6'00,182.88,11 11,07/06/1959,26,High Prairie,Toronto Blizzard,Canada,C
5,Terry Moore,D,,,,02/06/1958,27,Moncton,Glentoran,Canada,C
6,Ian Bridge,D,6'01,185.42,12 02,18/09/1959,26,Victoria,La Chaux-de-Fonds,Canada,C
7,Carl Valentine,F,5'09,175.26,11 11,04/07/1958,27,Manchester,Cleveland Force,Canada,C
8,Gerry Gray,M,5'07,170.18,11 07,20/01/1961,25,Glasgow,Chicago Sting,Canada,C
9,Branko Segota,M,5'09,175.26,11 11,08/06/1961,24,,San Diego Sockers,Canada,C
10,Igor Vrablic,F,6'02,187.96,13 08,19/07/1965,20,Bratislava,Seraing R.U.L.,Canada,C
11,Mike Sweeney,M,5'07,170.18,10 06,25/12/1959,26,Duncan,Cleveland Force,Canada,C
12,Randy Samuel,D,6'01,185.42,13 03,23/12/1963,22,Port Fortin,Vancouver 86ers,Canada,C
13,George Pakos,M,5'10,177.8,12 02,14/08/1952,33,Victoria,Victoria Athletic A,Canada,C
14,Dale Mitchell,F,,,,21/04/1958,28,Vancouver,Tacoma Stars,Canada,C
15,Paul James,M,5'09,175.26,11 05,11/11/1963,22,Cardiff,,Canada,C
16,Greg Ion,D,,,,12/03/1963,23,Vancouver,UCLA,Canada,C
17,David Norman,M,5'08,172.72,10 06,06/05/1962,24,Vancouver,Tacoma Stars,Canada,C
18,Jamie Lowery,F,,,,15/01/1961,25,,Tacoma Stars,Canada,C
19,Pasquale De Luca,F,,,,26/05/1962,24,Edmonton,Cleveland Force,Canada,C
20,Colin Miller,D,,,,24/10/1964,21,Lanarkshire,Rangers,Canada,C
21,Sven Habermann,G,,,,03/11/1961,24,,Inex Toronto,Canada,C
22,Paul Dolan,G,6'03,190.5,13 12,16/04/1966,20,Ottawa,Edmonton Brickmen,Canada,C
1,JoÔl Bats,G,5'11,180.34,12 02,04/01/1957,29,Mont-de-Marsan,Paris St-Germain,France,C
2,Manuel Amoros,D,5'08,172.72,11 03,01/02/1962,24,NÓmes,Monaco,France,C
3,William Ayache,D,5'09,175.26,11 05,10/01/1961,25,Algiers,Nantes,France,C
4,Patrick Battiston,D,6'00,182.88,11 11,12/03/1957,29,Amn_ville,Bordeaux,France,C
5,Michel Bibard,D,6'01,185.42,12 04,30/11/1958,27,Amboise,Paris St-Germain,France,C
6,Maxime Bossis,D,6'01,185.42,12 06,25/06/1955,30,Saint-Andr_,Racing Club de Paris,France,C
7,Yvon Le Roux,D,6'02,187.96,13 05,19/03/1960,26,Plouvorn,Nantes,France,C
8,Thierry Tusseau,M,5'10,177.8,11 00,19/01/1958,28,Noisy-le-Grand,Bordeaux,France,C
9,Luis Fernàndez,M,5'10,177.8,12 02,02/10/1959,26,Tarifa,Paris St-Germain,France,C
10,Michel Platini,M,5'10,177.8,11 07,21/06/1955,30,Jìuf,Juventus,France,C
11,Jean-Marc Ferreri,M,5'09,175.26,10 10,26/12/1962,23,Charlieu,Auxerre,France,C
12,Alain Giresse,M,5'04,162.56,09 06,02/08/1952,33,Langoiran,Bordeaux,France,C
13,Bernard Genghini,M,5'10,177.8,11 00,18/01/1958,28,Soultz-Haut-Rhin,Monaco,France,C
14,Jean Tigana,M,5'08,172.72,09 13,23/06/1955,30,Bamako,Bordeaux,France,C
15,Philippe Vercruysse,M,6'00,182.88,11 09,28/01/1962,24,Saumur,Lens,France,C
16,Bruno Bellone,F,5'09,175.26,11 07,14/03/1962,24,Toulon,Monaco,France,C
17,Jean-Pierre Papin,F,5'09,175.26,11 05,05/11/1963,22,Boulogne-sur-Mer,Club Brugge,France,C
18,Dominique Rocheteau,F,5'10,177.8,11 05,14/01/1955,31,Saintes,Paris St-Germain,France,C
19,Yannick Stopyra,F,5'11,180.34,12 00,09/01/1961,25,Troyes,Toulouse,France,C
20,Daniel Xuereb,F,5'09,175.26,10 10,22/05/1959,27,Gardanne,Lens,France,C
21,Philippe Bergeroo,G,6'04,193.04,14 00,13/01/1954,32,Ciboure,Toulouse,France,C
22,Albert Rust,G,6'00,182.88,12 04,10/10/1953,32,Mulhouse,Sochaux,France,C
1,P_ter Disztl,G,6'02,187.96,11 11,30/03/1960,26,Baja,Videoton,Hungary,C
2,Sàndor Sallai,D,5'07,170.18,09 13,26/03/1960,26,Debrecen,Budapest Honv_d,Hungary,C
3,Antal RÑth,D,6'02,187.96,12 04,14/09/1960,25,P_cs,P_csi Munkàs,Hungary,C
4,JÑzsef Varga,D,5'11,180.34,11 07,09/10/1954,31,,Budapest Honv_d,Hungary,C
5,JÑzsef Kardos,D,6'01,185.42,13 05,23/06/1960,25,Nagybàtony,˜jpesti DÑzsa,Hungary,C
6,Imre Garaba,M,5'11,180.34,12 06,29/07/1958,27,Vàc,Budapest Honv_d,Hungary,C
7,JÑzsef Kiprich,M,6'01,185.42,12 08,06/09/1963,22,Tatabànya,Bànyàsz Tatabànyai,Hungary,C
8,Antal Nagy,F,6'02,187.96,12 13,17/10/1957,28,,Budapest Honv_d,Hungary,C
9,LàszlÑ Dajka,F,5'10,177.8,10 06,29/04/1959,27,Nyiregyhàza,Budapest Honv_d,Hungary,C
10,Lajos D_tàri,M,,,,24/04/1963,23,Budapest,Budapest Honv_d,Hungary,C
11,Màrton Esterhàzy,F,6'00,182.88,12 02,09/04/1956,30,Budapest,AEK,Hungary,C
12,JÑzsef Csuhay,D,,,,12/07/1957,28,,Videoton,Hungary,C
13,LàszlÑ Disztl,D,,,,14/09/1962,23,Baja,Videoton,Hungary,C
14,Zoltàn P_ter,D,6'01,185.42,12 00,23/03/1958,28,Zalaistvànd,Zalaegerszeg,Hungary,C
15,P_ter Hannich,M,,,,30/03/1957,29,Gy_r,Ràba ETO Gy_r,Hungary,C
16,JÑzsef Nagy,M,,,,21/10/1960,25,,Szombathelyi Haladàs,Hungary,C
17,Gy_z_ Burcsa,F,5'08,172.72,10 08,13/03/1954,32,Kaposvar,Auxerre,Hungary,C
18,JÑzsef Szendrei,G,,,,24/04/1954,32,Karcas,˜jpesti DÑzsa,Hungary,C
19,Gy_rgy Bognàr,F,5'08,172.72,10 10,05/11/1961,24,Baja,MTK,Hungary,C
20,Kàlmàn Kovàcs,F,5'09,175.26,10 10,11/09/1965,20,Budapest,Budapest Honv_d,Hungary,C
21,Gyula Hajszàn,F,,,,09/10/1962,23,,Ràba ETO Gy_r,Hungary,C
22,JÑzsef Andrusch,G,,,,31/03/1956,30,,Budapest Honv_d,Hungary,C
1,Rinat Dasaev,G,6'00,182.88,12 13,13/06/1957,28,Astrakhan,Spartak Moscow,USSR,C
2,Vladimir Bessonov,D,5'11,180.34,11 09,05/03/1958,28,Kharkiv,Dynamo Kiev,USSR,C
3,Aleksandr Chivadze,D,6'00,182.88,12 02,08/04/1955,31,Karacjaevsk,Dinamo Tbilisi,USSR,C
4,Gennady Morozov,D,5'10,177.8,11 07,30/12/1962,23,Moscow,Spartak Moscow,USSR,C
5,Anatoliy Demyanenko,D,5'10,177.8,11 07,19/01/1959,27,Dnipropetrovsk,Dynamo Kiev,USSR,C
6,Aleksandr Bubnov,D,6'01,185.42,13 05,10/10/1955,30,,Spartak Moscow,USSR,C
7,Ivan Yaremchuk,M,5'06,167.64,10 03,19/03/1962,24,Velyikyy Bychkiv,Dynamo Kiev,USSR,C
8,Pavlo Yakovenko,M,6'01,185.42,12 02,19/12/1964,21,,Dynamo Kiev,USSR,C
9,Aleksandr Zavarov,M,5'07,170.18,10 10,26/04/1961,25,Luhansk,Dynamo Kiev,USSR,C
10,Oleg Kuznetsov,D,6'00,182.88,12 04,22/03/1963,23,Magdeburg,Dynamo Kiev,USSR,C
11,Oleg Blokhin,F,5'11,180.34,11 11,05/11/1952,33,Kiev,Dynamo Kiev,USSR,C
12,Andriy Bal,M,5'10,177.8,11 07,16/01/1958,28,Lviv,Dynamo Kiev,USSR,C
13,Gennadiy Litovchenko,M,5'10,177.8,11 09,11/09/1963,22,Dniprodzerzhinsk,Dnipro Dnipropetrovsk,USSR,C
14,Sergei Rodionov,F,6'01,185.42,12 06,03/09/1962,23,Moscow,Spartak Moscow,USSR,C
15,Nikolay Larionov,D,5'09,175.26,11 07,19/02/1957,29,Volkhov,Zenit Leningrad,USSR,C
16,Viktor Chanov,G,6'00,182.88,12 00,21/08/1959,26,Donetsk,Dynamo Kiev,USSR,C
17,Vadym Yevtushenko,M,5'10,177.8,11 00,01/01/1958,28,,Dynamo Kiev,USSR,C
18,Oleg Protasov,F,6'01,185.42,12 04,04/02/1964,22,Dnipropetrovsk,Dnipro Dnipropetrovsk,USSR,C
19,Igor Belanov,F,5'09,175.26,10 10,25/09/1960,25,Odessa,Dynamo Kiev,USSR,C
20,Sergei Aleinikov,M,6'00,182.88,11 09,07/11/1961,24,,Dynamo Minsk,USSR,C
21,Vasiliy Rats,M,5'09,175.26,11 03,25/03/1961,25,Vynohradiv,Dynamo Kiev,USSR,C
