Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
5,Joachim Fritsche,D,,,,28/10/1951,22,,Lokomotiv Leipzig,East Germany,A
6,RŸdiger Schnuphase,D,"5'11""",180.34,12 00,23/01/1954,20,,RW Erfurt,East Germany,A
7,JŸrgen Pommerenke,M,"5'09""",175.26,11 03,22/01/1953,21,,Magdeburg,East Germany,A
8,Wolfram L_we,F,"5'09""",175.26,11 09,14/05/1945,29,,Lokomotiv Leipzig,East Germany,A
9,Peter Ducke,F,"5'10""",177.8,11 09,14/10/1941,32,,Carl Zeiss Jena,East Germany,A
10,Hans-JŸrgen Kreische,M,"6'01""",185.42,11 07,19/07/1947,26,Dresden,Dynamo Dresden,East Germany,A
11,Joachim Streich,F,"5'08""",172.72,11 00,13/04/1951,23,Wismar,Hansa Rostock,East Germany,A
12,Siegmar W_tzlich,D,"5'09""",175.26,11 05,16/11/1947,26,,Dynamo Dresden,East Germany,A
13,Reinhard Lauck,M,"5'09""",175.26,11 09,16/09/1946,27,,Dynamo Berlin,East Germany,A
14,JŸrgen Sparwasser,M,"5'11""",180.34,12 04,04/06/1948,26,Halberstadt,Magdeburg,East Germany,A
15,Eberhard Vogel,F,"5'10""",177.8,12 06,08/04/1943,31,,Carl Zeiss Jena,East Germany,A
16,Harald Irmscher,M,"5'11""",180.34,12 02,12/02/1946,28,,Carl Zeiss Jena,East Germany,A
17,Erich Hamann,M,"5'09""",175.26,12 00,27/11/1944,29,,Vorw_rts Frankfurt,East Germany,A
18,Gerd Kische,D,"5'10""",177.8,12 02,23/10/1951,22,,Hansa Rostock,East Germany,A
19,Wolfgang Seguin,D,"5'10""",177.8,11 11,14/09/1945,28,,Magdeburg,East Germany,A
20,Martin Hoffmann,F,"5'07""",170.18,11 00,22/03/1955,19,Gommern,Magdeburg,East Germany,A
21,Wolfgang Blochwitz,G,,,,08/02/1941,33,,Carl Zeiss Jena,East Germany,A
22,Werner Friese,G,,,,30/03/1946,28,,Lokomotiv Leipzig,East Germany,A
1,Sepp Maier,G,"6'00""",182.88,12 04,28/02/1944,30,Metten,Bayern Munich,West Germany,A
2,Berti Vogts,D,"5'06""",167.64,10 08,30/12/1946,27,BŸttgen,B M_nchengladbach,West Germany,A
3,Paul Breitner,M,"5'09""",175.26,11 07,05/09/1951,22,Kolbermoor,Bayern Munich,West Germany,A
4,Hans-Georg Schwarzenbeck,D,"6'00""",182.88,12 04,03/04/1948,26,MŸnchen,Bayern Munich,West Germany,A
5,Franz Beckenbauer,D,"5'11""",180.34,11 11,11/09/1945,28,Munich,Bayern Munich,West Germany,A
6,Horst-Dieter H_ttges,D,"5'09""",175.26,11 07,10/09/1943,30,M_nchengladbach,Werder Bremen,West Germany,A
7,Herbert Wimmer,F,,,,09/11/1944,29,,B M_nchengladbach,West Germany,A
8,Bernhard Cullmann,D,"5'11""",180.34,12 04,01/11/1949,24,,K_ln,West Germany,A
9,JŸrgen Grabowski,F,"5'09""",175.26,10 08,07/07/1944,29,Wiesbaden,Eintracht Frankfurt,West Germany,A
10,GŸnter Netzer,M,"5'11""",180.34,12 06,14/09/1944,29,M_nchengladbach,Real Madrid,West Germany,A
11,Jupp Heynckes,F,"5'11""",180.34,12 02,09/05/1945,29,M_nchengladbach,B M_nchengladbach,West Germany,A
12,Wolfgang Overath,M,"5'09""",175.26,11 03,29/09/1943,30,Siegburg,K_ln,West Germany,A
13,Gerd MŸller,F,"5'09""",175.26,11 09,03/11/1945,28,N_rdlingen,Bayern Munich,West Germany,A
14,Uli Hoene§,M,"5'11""",180.34,12 00,05/01/1952,22,Ulm,Bayern Munich,West Germany,A
15,Heinz Flohe,M,"5'09""",175.26,11 05,28/01/1948,26,Euskirchen,K_ln,West Germany,A
16,Rainer Bonhof,D,"5'11""",180.34,11 05,29/03/1952,22,Emmerich,B M_nchengladbach,West Germany,A
17,Bernd H_lzenbein,M,"5'09""",175.26,11 00,09/03/1946,28,Dehrn,Eintracht Frankfurt,West Germany,A
18,Dieter Herzog,F,"5'08""",172.72,11 00,15/07/1946,27,Oberhausen,Fortuna DŸsseldorf,West Germany,A
19,Jupp Kapellmann,F,,,,19/12/1949,24,WŸrselen,Bayern Munich,West Germany,A
20,Helmut Kremers,D,,,,24/03/1949,25,,Schalke,West Germany,A
21,Norbert Nigbur,G,"6'01""",185.42,12 06,08/05/1948,26,Gelsenkirchen,Schalke,West Germany,A
22,Wolfgang Kleff,G,"5'11""",180.34,11 09,16/11/1946,27,Schwerte,B M_nchengladbach,West Germany,A
1,Lion,G,,,,11/07/1949,24,,Palm Trees,Brazil,B
2,Luis Pereira,D,,,,21/06/1949,24,Juazeiro,Palm Trees,Brazil,B
3,Marinho Peres,D,,,,19/03/1947,27,Sorocaba,Saints,Brazil,B
4,Z_ Maria,D,,,,18/05/1949,25,Botucatu,Corinthians,Brazil,B
5,Piazza,D,"5'09 """,175.26,11 09,25/02/1943,31,stream of snow,cruise,Brazil,B
6,Mar Chagas,D,"5'10 """,177.8,11 03,08/02/1953,21,Christmas,Botafogo,Brazil,B
7,Jairzinho,F,"5'11 """,180.34,12 04,25/12/1944,29,Rio de Janeiro,Botafogo,Brazil,B
8,Leivinha,F,,,,11/09/1949,24,New Horizon,Palm Trees,Brazil,B
9,Caesar,F,,,,17/05/1945,29,Niter—i,Palm Trees,Brazil,B
10,Rivelino,M,,,,01/01/1946,28,Sao Paulo,Corinthians,Brazil,B
11,Paulo Cesar,M,"5'09 """,175.26,11 07,16/06/1949,24,Rio de Janeiro,Flamengo,Brazil,B
12,Renato,G,"5'11 """,180.34,11 05,12/12/1944,29,Rio de Janeiro,Flamengo,Brazil,B
13,Valdomiro,F,"5'09 """,175.26,11 00,17/02/1946,28,Criciœma,International,Brazil,B
14,Nelinho,D,,,,26/07/1950,23,Rio de Janeiro,cruise,Brazil,B
15,Alfredo,D,"5'09 """,175.26,12 02,18/10/1946,27,Sao Paulo,Palm Trees,Brazil,B
16,Marco Antonio,D,,,,06/02/1951,23,Saints,Fluminense,Brazil,B
17,Carpegiani,M,"5'08 """,172.72,11 03,17/02/1949,25,Erechim,International,Brazil,B
18,Ademir da Guia,M,"5'11 """,180.34,11 07,03/04/1942,32,Rio de Janeiro,Palm Trees,Brazil,B
19,Mirandinha,M,,,,26/02/1952,22,,Sao Paulo,Brazil,B
20,Edu,F,,,,06/08/1949,24,Campinas,Saints,Brazil,B
21,Dirceu,F,"5'07 """,170.18,10 06,15/06/1952,21,Rio de Janeiro,Botafogo,Brazil,B
22,Valdir Peres,G,,,,02/02/1951,23,Heron,Sao Paulo,Brazil,B
1,David Harvey,G,"5'11""",180.34,12 04,07/02/1948,26,Leeds,Leeds U,Scotland,B
2,Sandy Jardine,D,,,,31/12/1948,25,Edinburgh,Rangers,Scotland,B
3,Danny McGrain,D,"5'10""",177.8,12 02,01/05/1950,24,Glasgow,Celtic,Scotland,B
4,Billy Bremner,M,"5'05""",165.1,10 10,09/12/1942,31,Stirling,Leeds U,Scotland,B
5,Jim Holton,D,"6'00""",182.88,13 05,11/04/1951,23,Lesmahagow,Manchester U,Scotland,B
6,John Blackley,D,"5'10""",177.8,12 02,12/05/1948,26,Westquarter,Hibernian,Scotland,B
7,Jimmy Johnstone,M,,,,30/09/1944,29,Viewpark,Celtic,Scotland,B
8,Kenny Dalglish,F,"5'10""",177.8,11 07,04/03/1951,23,Dalmarnock,Celtic,Scotland,B
9,Joe Jordan,F,"6'01""",185.42,12 02,15/12/1951,22,Cleland,Leeds U,Scotland,B
10,David Hay,M,"6'01""",185.42,12 04,29/01/1948,26,,Celtic,Scotland,B
11,Peter Lorimer,F,"5'10""",177.8,11 03,14/12/1946,27,Dundee,Leeds U,Scotland,B
12,Thomson Allan,G,,,,05/10/1946,27,Longridge,Dundee,Scotland,B
13,Jim Stewart,G,,,,09/03/1954,20,,Kilmarnock,Scotland,B
14,Martin Buchan,D,"5'10""",177.8,11 11,06/03/1949,25,Aberdeen,Manchester U,Scotland,B
15,Peter Cormack,M,,,,17/07/1946,27,Edinburgh,Liverpool,Scotland,B
16,Willie Donachie,D,"5'09""",175.26,11 05,05/10/1951,22,Glasgow,Manchester C,Scotland,B
17,Donald Ford,M,,,,25/10/1944,29,Linlithgow,Hearts,Scotland,B
18,Tommy Hutchison,M,"5'11""",180.34,11 09,22/09/1947,26,Cardenden,Coventry,Scotland,B
19,Denis Law,F,"5'09""",175.26,11 03,24/02/1940,34,Aberdeen,Manchester C,Scotland,B
20,Willie Morgan,F,"5'09""",175.26,11 03,02/10/1944,29,Sauchie,Manchester U,Scotland,B
21,Gordon McQueen,D,,,,26/06/1952,21,Kilbirnie,Leeds U,Scotland,B
22,Erich Schaedler,D,,,,06/08/1949,24,Biggar,Hibernian,Scotland,B
1,Enver Mari_,G,"6'00""",182.88,12 08,23/04/1948,26,Mostar,Vele_ Mostar,Yugoslavia,B
2,Ivan Buljan,D,"6'00""",182.88,12 13,11/12/1949,24,Runovi_i,Hajduk Split,Yugoslavia,B
3,Enver Had_iabdi_,D,"5'09""",175.26,11 07,06/11/1945,28,Belgrade,FK _eljezni_ar,Yugoslavia,B
4,Dra_en Mu_ini_,D,"5'08""",172.72,10 06,25/01/1953,21,,Hajduk Split,Yugoslavia,B
5,Josip Katalinski,D,"5'11""",180.34,12 08,12/05/1948,26,Sarajevo,FK _eljezni_ar,Yugoslavia,B
6,Vladislav Bogi_evi_,D,"6'01""",185.42,12 11,07/11/1950,23,Belgrade,Crvena Zvezda,Yugoslavia,B
7,Ilija Petkovi_,M,"5'07""",170.18,11 03,22/09/1945,28,Knin,Troyes,Yugoslavia,B
8,Branko Oblak,M,"5'10""",177.8,11 11,27/05/1947,27,Ljubljana,Hajduk Split,Yugoslavia,B
9,Ivica _urjak,F,"6'03""",190.5,12 08,23/03/1953,21,,Hajduk Split,Yugoslavia,B
10,Jovan A_imovi_,M,"5'09""",175.26,12 04,21/06/1948,25,,Crvena Zvezda,Yugoslavia,B
11,Dragan D_aji_,F,"5'09""",175.26,12 02,30/05/1946,28,Ub,Crvena Zvezda,Yugoslavia,B
12,Jurica Jerkovi_,M,"5'09""",175.26,11 05,25/02/1950,24,,Hajduk Split,Yugoslavia,B
13,Miroslav Pavlovi_,D,"5'09""",175.26,11 05,15/10/1942,31,,Crvena Zvezda,Yugoslavia,B
14,Luka Peruzovi_,D,"5'11""",180.34,12 06,26/02/1952,22,,Hajduk Split,Yugoslavia,B
15,Kiril Doj_inovski,D,,,,17/10/1943,30,,Crvena Zvezda,Yugoslavia,B
16,Franjo Vladi_,M,,,,19/10/1951,22,,Vele_ Mostar,Yugoslavia,B
17,Danilo Popivoda,F,"5'07""",170.18,11 09,01/05/1947,27,,Olimpija Ljubljana,Yugoslavia,B
18,Stanislav Karasi,F,"5'08""",172.72,10 08,08/11/1946,27,,Crvena Zvezda,Yugoslavia,B
19,Du_an Bajevi_,F,"6'01""",185.42,12 08,10/12/1948,25,Mostar,Vele_ Mostar,Yugoslavia,B
20,Vladimir Petrovi_,M,"5'07""",170.18,10 08,01/07/1955,18,Tesli_,Crvena Zvezda,Yugoslavia,B
21,Olja Petrovi_,G,,,,02/01/1948,26,,Crvena Zvezda,Yugoslavia,B
22,Rizah Me_kovi_,G,"6'03""",190.5,12 08,10/08/1947,26,,Hajduk Split,Yugoslavia,B
1,Mwamba Kazadi,G,"5'09""",175.26,11 09,06/03/1947,27,,Mazembe Lubumbashi,Zaire,B
2,Ilunga Mwepu,D,"5'10""",177.8,11 09,22/08/1949,24,,Mazembe Lubumbashi,Zaire,B
3,Mwanza Mukombo,D,"5'05""",165.1,09 13,17/12/1945,28,,Mazembe Lubumbashi,Zaire,B
4,Tshimen Buhanga,D,"5'09""",175.26,09 13,04/01/1949,25,,Mazembe Lubumbashi,Zaire,B
5,Boba Lobilo,D,"5'07""",170.18,11 00,10/04/1950,24,,AS Vita Kinshasa,Zaire,B
6,Massamba Kilasu,M,"5'09""",175.26,11 05,22/12/1950,23,,Bilima,Zaire,B
7,Kamunda Tshinabu,M,"5'10""",177.8,11 11,08/05/1946,28,,Mazembe Lubumbashi,Zaire,B
8,Mambwene Mana,M,"5'02""",157.48,10 08,10/10/1947,26,,Imana Kinshasa,Zaire,B
9,Uba Kembo Kembo,M,"5'05""",165.1,10 03,27/12/1947,26,,AS Vita Kinshasa,Zaire,B
10,Mantantu Kidumu,M,"5'05""",165.1,10 03,17/11/1946,27,,Imana Kinshasa,Zaire,B
11,Babo Kabasu,D,,,,04/03/1950,24,,Bilima,Zaire,B
12,Dimbi Tubilandu,G,"5'05""",165.1,09 11,15/03/1948,26,,AS Vita Kinshasa,Zaire,B
13,Mulamba Ndaye,M,,,,04/11/1948,25,,AS Vita Kinshasa,Zaire,B
14,Adelard Mayanga Maku,F,"5'09""",175.26,10 08,31/10/1948,25,,AS Vita Kinshasa,Zaire,B
15,Mafu Kibonge,M,"5'09""",175.26,11 11,12/02/1945,29,,AS Vita Kinshasa,Zaire,B
16,Mialo Mwape,D,,,,30/12/1951,22,,Nyiki Lubumbashi,Zaire,B
17,Kafula Ngoie,M,,,,11/11/1945,28,,Mazembe Lubumbashi,Zaire,B
18,Mafuila Mavuba,F,,,,15/12/1949,24,,AS Vita Kinshasa,Zaire,B
19,Ekofa Mbungu,F,,,,24/11/1948,25,,Imana Kinshasa,Zaire,B
20,Kalala Ntumba,F,,,,07/01/1949,25,,AS Vita Kinshasa,Zaire,B
21,Etepe Kakoko,F,"5'09""",175.26,11 05,22/11/1950,23,,Imana Kinshasa,Zaire,B
22,Otepa Kalambay,G,,,,12/11/1948,25,,Mazembe Lubumbashi,Zaire,B
1,Rumen Goranov,G,"5'11""",180.34,12 08,17/03/1950,24,,Lokomotiv Sofia,Bulgaria,C
2,Ivan Zafirov,D,,,,30/12/1947,26,,CSKA Sofia,Bulgaria,C
3,Dobromir Zhechev,D,,,,12/11/1942,31,Sofia,Levski Sofia,Bulgaria,C
4,Stefan Velichkov,D,,,,15/02/1949,25,,Etar Veliko Tarnovo,Bulgaria,C
5,Bozhil Kolev,M,"5'09""",175.26,12 00,20/05/1949,25,,CSKA Sofia,Bulgaria,C
6,Dimitar Penev,D,"5'09""",175.26,11 11,12/07/1945,28,,CSKA Sofia,Bulgaria,C
7,Voyn Voynov,M,"5'09""",175.26,11 00,07/09/1952,21,,Levski Sofia,Bulgaria,C
8,Hristo Bonev,M,"5'10""",177.8,12 02,03/02/1947,27,,Lokomotiv Plovdiv,Bulgaria,C
9,Atanas Mihailov,M,"5'09""",175.26,11 11,04/07/1949,24,,Lokomotiv Sofia,Bulgaria,C
10,Ivan Stoyanov,M,"5'07""",170.18,10 12,20/01/1949,25,,Levski Sofia,Bulgaria,C
11,Georgi Denev,F,"5'08""",172.72,11 09,18/04/1950,24,,CSKA Sofia,Bulgaria,C
12,Stefan Aladzhov,D,,,,18/10/1947,26,,CSKA Sofia,Bulgaria,C
13,Mladen Vasilev,F,,,,29/07/1947,26,,Akademik Sofia,Bulgaria,C
14,Kiril Milanov,F,,,,17/10/1948,25,,Levski Sofia,Bulgaria,C
15,Pavel Panov,F,"5'09""",175.26,12 00,14/09/1950,23,,Levski Sofia,Bulgaria,C
16,Bozhidar Grigorov,F,,,,27/07/1945,28,,Slavia Sofia,Bulgaria,C
17,Asparuh Nikodimov,D,"5'10""",177.8,12 04,21/08/1945,28,,CSKA Sofia,Bulgaria,C
18,Tsonyo Vasilev,D,,,,07/01/1952,22,,CSKA Sofia,Bulgaria,C
19,Kiril Ivkov,D,"5'10""",177.8,12 00,21/06/1946,27,,Levski Sofia,Bulgaria,C
20,Krasimir Borisov,F,"5'11""",180.34,12 11,08/04/1950,24,,Levski Sofia,Bulgaria,C
21,Stefan Staykov,G,"5'10""",177.8,12 02,03/10/1949,24,,Levski Sofia,Bulgaria,C
22,Simeon Simeonov,G,"5'11""",180.34,11 11,26/04/1946,28,,Slavia Sofia,Bulgaria,C
1,Ruud Geels,M,,,,28/07/1948,25,Haarlem,Club Brugge,Holland,C
2,Arie Haan,M,"6'00""",182.88,13 01,16/11/1948,25,Finsterwolde,Ajax,Holland,C
3,Willem van Hanegem,M,"5'11""",180.34,12 04,20/02/1944,30,Breskens,Feyenoord,Holland,C
4,Kees van Ierssel,D,,,,06/12/1945,28,,Twente,Holland,C
5,Rinus Isra‘l,D,"5'11""",180.34,12 00,19/03/1942,32,Amsterdam,Feyenoord,Holland,C
6,Wim Jansen,M,"5'09""",175.26,12 00,28/10/1946,27,Rotterdam,Feyenoord,Holland,C
7,Theo de Jong,D,,,,11/08/1947,26,Leeuwarden,Feyenoord,Holland,C
8,Jan Jongbloed,G,"6'01""",185.42,13 03,25/11/1940,33,Amsterdam,Amsterdam,Holland,C
9,Piet Keizer,F,"5'09""",175.26,11 07,14/06/1943,30,Amsterdam,Ajax,Holland,C
10,Ren_ van de Kerkhof,F,"6'00""",182.88,12 04,16/09/1951,22,Helmond,PSV,Holland,C
11,Willy van de Kerkhof,F,"6'00""",182.88,12 04,16/09/1951,22,Helmond,PSV,Holland,C
12,Ruud Krol,D,"5'11""",180.34,12 08,24/03/1949,25,Amsterdam,Ajax,Holland,C
13,Johan Neeskens,M,"5'10""",177.8,12 04,15/09/1951,22,Heemstede,Ajax,Holland,C
14,Johan Cruijff,M,"5'11""",180.34,11 03,25/04/1947,27,Amsterdam,Barcelona,Holland,C
15,Rob Rensenbrink,F,"5'10""",177.8,12 00,03/07/1947,26,Amsterdam,Anderlecht,Holland,C
16,Johnny Rep,F,"6'00""",182.88,12 04,25/11/1951,22,Zaandam,Ajax,Holland,C
17,Wim Rijsbergen,D,"5'11""",180.34,12 11,18/01/1952,22,Leiden,Feyenoord,Holland,C
18,Piet Schrijvers,G,,,,15/12/1946,27,,Twente,Holland,C
19,Pleun Strik,M,,,,27/05/1944,30,,PSV,Holland,C
20,Wim Suurbier,D,"5'11""",180.34,12 08,16/01/1945,29,Eindhoven,Ajax,Holland,C
21,Eddy Treytel,G,,,,28/05/1946,28,Rotterdam,Feyenoord,Holland,C
22,Harry Vos,D,,,,04/09/1946,27,,Feyenoord,Holland,C
1,Ronnie Hellstr_m,G,"6'04""",193.04,13 03,21/02/1949,25,,Hammarby IF,Sweden,C
2,Jan Olsson,M,"5'11""",180.34,12 04,18/03/1944,30,,Åtvidaberg,Sweden,C
3,Kent Karlsson,D,"6'00""",182.88,11 11,25/11/1945,28,,Åtvidaberg,Sweden,C
4,Bj_rn Nordqvist,D,"5'10""",177.8,11 11,06/10/1942,31,Hallsberg,PSV,Sweden,C
5,Bj_rn Andersson,D,"5'10""",177.8,12 04,20/07/1951,22,,…sters IF,Sweden,C
6,Ove Grahn,F,"5'11""",180.34,12 06,09/05/1943,31,,Grasshoppers,Sweden,C
7,Bo Larsson,F,"5'09""",175.26,11 03,05/05/1944,30,,Malm_ FF,Sweden,C
8,Conny Torstensson,F,"5'11""",180.34,11 09,28/08/1949,24,,Bayern Munich,Sweden,C
9,Ove Kindvall,M,"5'09""",175.26,10 12,16/05/1943,31,Norrk_ping,IFK Norrk_ping,Sweden,C
10,Ralf Edstr_m,F,"6'03""",190.5,12 08,07/10/1952,21,Degerfors,PSV Eindhoven,Sweden,C
11,Roland Sandberg,F,,,,16/12/1946,27,Karlskrona,Kaiserslautern,Sweden,C
12,Sven-Gunnar Larsson,G,,,,10/05/1940,34,,…rebro SK,Sweden,C
13,Roland Grip,D,"5'09""",175.26,12 00,01/01/1941,33,,AIK,Sweden,C
14,Staffan Tapper,M,"6'03""",190.5,12 06,10/07/1948,25,Malm_,Malm_ FF,Sweden,C
15,Benno Magnusson,F,"5'09""",175.26,11 09,04/02/1953,21,,Kaiserslautern,Sweden,C
16,Inge Ejderstedt,M,"5'09""",175.26,11 09,24/12/1946,27,,…sters IF,Sweden,C
17,G_ran Hagberg,G,,,,08/11/1947,26,,…sters IF,Sweden,C
18,J_rgen Augustsson,D,"5'09""",175.26,11 05,28/10/1952,21,,Åtvidabergs FF,Sweden,C
19,Claes Cronqvist,F,"6'02""",187.96,12 04,15/10/1944,29,,DjurgŒrdens IF,Sweden,C
20,Sven Lindman,M,,,,19/04/1942,32,,DjurgŒrdens IF,Sweden,C
21,…rjan Persson,M,"5'11""",180.34,12 08,27/08/1942,31,Sm_gen,…rgryte IS,Sweden,C
22,Thomas Ahlstr_m,M,"5'11""",180.34,13 03,17/07/1952,21,,IF Elfsborg,Sweden,C
1,Ladislao Mazurkiewicz,G,"5'10""",177.8,12 04,14/02/1945,29,Montevideo,Atl_tico Mineiro,Uruguay,C
2,Baudilio J‡uregui,D,"5'08""",172.72,12 04,09/07/1945,28,,River Plate,Uruguay,C
3,Juan Masnik,D,"5'09""",175.26,11 07,02/03/1943,31,,Nacional [URU],Uruguay,C
4,Pablo Forl‡n,D,"6'00""",182.88,12 06,14/07/1945,28,Soriano,S‹o Paulo,Uruguay,C
5,Julio Montero Castillo,D,"5'11""",180.34,11 09,25/04/1944,30,,Nacional [URU],Uruguay,C
6,Ricardo Pavoni,D,"5'06""",167.64,10 01,08/07/1943,30,Montevideo,Independiente,Uruguay,C
7,Luis Cubilla,F,"5'07""",170.18,11 00,28/03/1940,34,Paysandu,Nacional [URU],Uruguay,C
8,V’ctor Esp‡rrago,M,"5'09""",175.26,11 07,06/10/1944,29,Montevideo,Sevilla,Uruguay,C
9,Fernando Morena,F,"5'10""",177.8,11 11,02/02/1952,22,Montevideo,Pe–arol,Uruguay,C
10,Pedro Rocha,M,"5'11""",180.34,12 04,03/12/1942,31,Salto,S‹o Paulo,Uruguay,C
11,Rub_n Corbo,F,"5'09""",175.26,11 09,20/01/1952,22,,Pe–arol,Uruguay,C
12,H_ctor Santos,G,,,,29/10/1944,29,,Alianza Lima,Uruguay,C
13,Gustavo de Simone,D,,,,23/04/1948,26,,Defensor Sporting,Uruguay,C
14,Luis Garisto,D,"5'10""",177.8,11 09,03/12/1945,28,,Pe–arol,Uruguay,C
15,Mario Gonz‡lez,D,,,,27/05/1950,24,,Pe–arol,Uruguay,C
16,Alberto Cardaccio,M,"5'09""",175.26,12 04,26/08/1949,24,,Danubio,Uruguay,C
17,Julio C_sar Jim_nez,M,,,,27/08/1954,19,,Pe–arol,Uruguay,C
18,Walter Mantegazza,M,"5'07""",170.18,12 02,17/06/1952,21,,Nacional [URU],Uruguay,C
19,Denis Milar,F,"5'10""",177.8,11 11,20/06/1952,21,,Liverpool [URU],Uruguay,C
20,Juan Silva,F,,,,30/08/1948,25,,Pe–arol,Uruguay,C
21,Jos_ G—mez,F,,,,23/10/1949,24,,Cerro,Uruguay,C
22,Gustavo Fern‡ndez,G,,,,16/02/1952,22,,Rentistas,Uruguay,C
1,Daniel Carnevali,G,"5'10""",177.8,12 00,04/12/1946,27,,Las Palmas,Argentina,D
2,Rub_n Ayala,F,"5'09""",175.26,11 03,08/01/1950,24,Santa Fe,Atl_tico Madrid,Argentina,D
