Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
4,Eduard Dubinski,D,"5'09""",175.26,11 05,06/04/1935,27,,CSKA Moscow,USSR,A
5,Givi Chokeli,D,"6'00""",182.88,12 08,27/06/1937,24,,Dinamo Tbilisi,USSR,A
6,Leonid Ostrovski,D,"5'11""",180.34,11 11,17/01/1936,26,,Torpedo Moscow,USSR,A
7,Anatoli Maslenkin,D,"5'09""",175.26,11 07,26/06/1930,31,,Spartak Moscow,USSR,A
8,Albert Shesterniev,D,"6'00""",182.88,12 13,20/06/1941,20,,CSKA Moscow,USSR,A
9,Nikolai Manoshin,M,,,,,,,Torpedo Moscow,USSR,A
10,Igor Netto,M,"5'10""",177.8,11 03,09/01/1930,32,,Spartak Moscow,USSR,A
11,Yozhef Sabo,M,,,,29/02/1940,22,Uzhgorod,Dynamo Kiev,USSR,A
12,Valeriy Voronin,M,"5'11""",180.34,12 06,17/07/1939,22,,Torpedo Moscow,USSR,A
13,Gennadi Gusarov,F,"5'08""",172.72,11 07,11/03/1937,25,,Torpedo Moscow,USSR,A
14,Valentin Ivanov,F,"5'10""",177.8,11 03,19/11/1934,27,Moscow,Torpedo Moscow,USSR,A
15,Viktor Kanevski,F,"5'09""",175.26,11 00,03/10/1936,25,,Dynamo Kiev,USSR,A
16,Aleksei Mamykin,F,"5'10""",177.8,12 00,29/02/1936,26,,CSKA Moscow,USSR,A
17,Mikhail Meskhi,F,"5'07""",170.18,10 12,12/01/1937,25,,Dinamo Tbilisi,USSR,A
18,Slava Metreveli,F,"5'08""",172.72,10 12,30/05/1936,26,,Torpedo Moscow,USSR,A
19,Viktor Ponedelnik,F,"5'11""",180.34,12 00,22/05/1937,25,Rostov-on-Don,SKA Rostov,USSR,A
20,Viktor Serebrjanikov,F,"5'08""",172.72,11 03,29/03/1940,22,,Dynamo Kiev,USSR,A
21,Galimizian Khusainov,M,"5'05""",165.1,10 01,27/07/1937,24,,Spartak Moscow,USSR,A
22,Igor Chislenko,M,"5'07""",170.18,10 10,04/01/1939,23,,Dynamo Moscow,USSR,A
1,Milutin _o_ki_,G,"5'11""",180.34,12 00,31/12/1937,24,,Partizan Belgrade,Yugoslavia,A
2,Vladimir Durkovi_,D,"5'09""",175.26,11 05,06/11/1937,24,,Crvena Zvezda,Yugoslavia,A
3,Fahrudin Jusufi,D,"5'10""",177.8,11 05,08/12/1939,22,,Partizan Belgrade,Yugoslavia,A
4,Petar Radakovi_,M,"5'11""",180.34,12 04,22/02/1937,25,,NK Rijeka,Yugoslavia,A
5,Vladimir Markovic,D,"6'01""",185.42,13 01,01/01/1937,25,,Dinamo Zagreb,Yugoslavia,A
6,Vladimir Popovic,M,"5'09""",175.26,11 05,17/03/1935,27,,Crvena Zvezda,Yugoslavia,A
7,Andrija Ankovic,F,,,,16/07/1937,24,,Hajduk Split,Yugoslavia,A
8,Dragoslav _ekularac,M,"5'06""",167.64,13 03,08/11/1937,24,_tip,Crvena Zvezda,Yugoslavia,A
9,Dra_an Jerkovi_,F,"6'01""",185.42,13 08,06/08/1936,25,_ibenik,Dinamo Zagreb,Yugoslavia,A
10,Milan Gali_,F,"5'08""",172.72,11 00,08/03/1938,24,,Partizan Belgrade,Yugoslavia,A
11,Josip Skoblar,F,"6'00""",182.88,12 08,12/03/1941,21,Privlaka,OFK Beograd,Yugoslavia,A
12,Srboljub Krivokuca,G,"5'10""",177.8,11 09,14/03/1928,34,,OFK Beograd,Yugoslavia,A
13,Slavko Svinjarevic,D,"5'10""",177.8,11 07,06/04/1935,27,,Vojvodina,Yugoslavia,A
14,Vasilije Sijakovic,D,"5'08""",172.72,11 11,02/08/1929,32,,OFK BeogradÊ,Yugoslavia,A
15,_eljko Matus,M,"5'09""",175.26,12 00,09/08/1935,26,,Dinamo Zagreb,Yugoslavia,A
16,Muhamed Muji_,M,"5'09""",175.26,11 00,25/04/1932,30,,Velez Mostar,Yugoslavia,A
17,Vojislav Meli_,F,"5'09""",175.26,10 12,05/01/1940,22,,Crvena Zvezda,Yugoslavia,A
18,Vladimir Kova_evi_,F,"5'07""",170.18,10 10,16/01/1940,22,,Partizan Belgrade,Yugoslavia,A
19,Mirko Stojanovic,G,,,,11/06/1939,22,,Dinamo Zagreb,Yugoslavia,A
20,Zarko Nikolic,M,,,,16/10/1938,23,,Vojvodina,Yugoslavia,A
21,Nikola Stipic,F,,,,,,,Cvrena Zvezda,Yugoslavia,A
22,Aleksander Ivos,M,,,,,,,Sloboda Tuzla,Yugoslavia,A
1,Misael Escuti,G,"5'10""",177.8,10 12,20/12/1926,35,,Colo-Colo,Chile,B
2,Luis Eyzaguirre,D,"5'06""",167.64,10 10,22/07/1941,20,Santiago,Universidad de Chile,Chile,B
3,Raul Sanchez,D,"5'08""",172.72,10 10,26/10/1933,28,,Santiago Wanderers,Chile,B
4,Sergio Navarro,D,"5'07""",170.18,10 08,20/11/1936,25,,Universidad de Chile,Chile,B
5,Carlos Contreras,D,"5'09""",175.26,12 02,02/10/1938,23,,Universidad de Chile,Chile,B
6,Eladio Rojas,M,"5'11""",180.34,12 00,08/11/1934,27,,Everton,Chile,B
7,Jaime Ramirez Banda,F,"5'07""",170.18,10 03,14/08/1931,30,,Universidad de Chile,Chile,B
8,Jorge Toro,M,"5'07""",170.18,11 05,10/01/1939,23,Santiago de Chile,Colo-Colo,Chile,B
9,Honorino Landa,F,"5'07""",170.18,11 05,01/06/1942,19,,Uni—n Espa–ola,Chile,B
10,Alberto Fouilloux,M,"5'09""",175.26,12 00,22/11/1940,21,,Universidad Cat—lica,Chile,B
11,Leonel S‡nchez,F,"5'09""",175.26,10 12,25/04/1936,26,Santiago de Chile,Universidad de Chile,Chile,B
12,Adam Godoy,G,"5'09""",175.26,11 07,26/11/1936,25,,Universidad de Chile,Chile,B
13,Sergio Valdes,D,,,,,,,Universidad Cat—lica,Chile,B
14,Mario Lepe,D,,,,,,,Universidad de Chile,Chile,B
15,Manuel Rodr’guez,D,"5'10""",177.8,10 10,18/01/1938,24,,Uni—n Espa–ola,Chile,B
16,Humberto Cruz,D,"5'05""",165.1,10 03,08/12/1939,22,,Universidad de Chile,Chile,B
17,Mario Ortiz,M,,,,,,,Colo-Colo,Chile,B
18,Mario Moreno,F,"5'09""",175.26,10 08,31/12/1935,26,,Colo-Colo,Chile,B
19,Braulio Musso,F,,,,,,,Universidad de Chile,Chile,B
20,Carlos Campos,F,"5'09""",175.26,11 07,14/02/1937,25,,Universidad de Chile,Chile,B
21,Armando Tobar,F,"5'09""",175.26,11 00,07/06/1938,23,,Universidad Cat—lica,Chile,B
22,Manuel Astorga,G,,,,,,,Universidad de Chile,Chile,B
1,Lorenzo Buffon,G,"6'00""",182.88,13 03,19/12/1929,32,Maiano,Internazionale,Italy,B
2,Giacomo Losi,D,"5'06""",167.64,11 05,10/09/1935,26,Soncino,Roma,Italy,B
3,Luigi Radice,M,"5'08""",172.72,11 03,15/01/1935,27,Cesano Maderno,Milan,Italy,B
4,Sandro Salvadore,D,"5'11""",180.34,11 09,29/11/1939,22,Milan,Milan,Italy,B
5,Cesare Maldini,D,"6'00""",182.88,12 00,05/02/1932,30,Trieste,Milan,Italy,B
6,Giovanni Trapattoni,M,,,,17/03/1939,23,Cusano Milanino,Milan,Italy,B
7,Bruno Mora,F,,,,29/03/1937,25,Parma,Juventus,Italy,B
8,Humberto Maschio,F,"5'10""",177.8,11 11,20/02/1933,29,Avellaneda,Atalanta,Italy,B
9,Jos_ Altafini,F,"5'09""",175.26,12 02,24/07/1938,23,Piracicaba,Milan,Italy,B
10,Omar Sivori,F,"5'07""",170.18,10 03,02/10/1935,26,San Nicol‡s,Juventus,Italy,B
11,Giampaolo Menichelli,F,"5'07""",170.18,10 08,29/06/1938,23,,Roma,Italy,B
12,Carlo Mattrel,G,"6'00""",182.88,12 08,14/04/1937,25,Turin,Palermo,Italy,B
13,Enrico Albertosi,G,"6'00""",182.88,12 02,02/11/1939,22,Pontremoli,Fiorentina,Italy,B
14,Gianni Rivera,M,"5'09""",175.26,10 10,18/08/1943,18,Alessandria,Milan,Italy,B
15,Angelo Sormani,F,"6'00""",182.88,12 04,03/07/1939,22,Jaœ,Mantova,Italy,B
16,Enzo Robotti,D,"5'10""",177.8,12 04,13/06/1935,26,Alessandria,Fiorentina,Italy,B
17,Ezio Pascutti,F,"5'08""",172.72,11 03,01/06/1937,24,Mortegliano,Bologna,Italy,B
18,Mario David,D,"5'09""",175.26,11 00,03/01/1934,28,Udine,Milan,Italy,B
19,Francesco Janich,D,"5'11""",180.34,12 08,27/03/1937,25,Udine,Bologna,Italy,B
20,Paride Tumburus,M,"5'09""",175.26,11 05,08/03/1939,23,Aquileia,Bologna,Italy,B
21,Giorgio Ferrini,M,"5'09""",175.26,11 09,18/08/1939,22,Trieste,Torino,Italy,B
22,Giacomo Bulgarelli,F,"5'09""",175.26,11 03,24/10/1940,21,Portonovo di Medicina,Bologna,Italy,B
1,Karl Elsener,G,"5'11""",180.34,12 13,13/08/1934,27,,Grasshoppers,Switzerland,B
2,Antonio Permunian,G,,,,16/08/1930,31,,Luzern,Switzerland,B
3,Kurt Stettler,G,,,,21/08/1932,29,,Basel,Switzerland,B
4,Wilhelm Kernen,M,"5'10""",177.8,12 08,06/08/1929,32,,La Chaux-de-Fonds,Switzerland,B
5,Fritz Morf,D,"5'10""",177.8,12 04,29/01/1928,34,,Grenchen,Switzerland,B
6,Peter Rosch,D,,,,14/09/1930,31,,Servette,Switzerland,B
7,Heinz Schneiter,D,"6'02""",187.96,13 05,12/04/1935,27,Thun,Young Boys,Switzerland,B
8,Ely Tacchella,D,"5'09""",175.26,10 08,25/05/1936,26,,Lausanne,Switzerland,B
9,Andre Grobety,D,"5'07""",170.18,11 00,22/06/1933,28,,Lausanne,Switzerland,B
10,Fritz Kehl,D,,,,,,,FC ZŸrich,Switzerland,B
11,Eugen Meier,F,"5'10""",177.8,12 04,30/04/1930,32,,Young Boys,Switzerland,B
12,Marcel Vonlanthen,F,,,,08/09/1933,28,,Lausanne,Switzerland,B
13,Hans Weber,M,"5'07""",170.18,10 10,08/09/1934,27,,Basel,Switzerland,B
14,Anton Allemann,F,"5'07""",170.18,10 10,06/01/1936,26,,Mantova,Switzerland,B
15,Charles Antenen,F,"5'09""",175.26,10 10,03/11/1929,32,La Chaux-de-Fonds,La Chaux-de-Fonds,Switzerland,B
16,Richard Durr,M,,,,01/12/1938,23,,Lausanne,Switzerland,B
17,Norbert Eschmann,M,"5'08""",172.72,10 03,19/09/1933,28,,Stade Français,Switzerland,B
18,Philippe Pottier,F,"5'05""",165.1,10 03,09/07/1938,23,,Stade Français,Switzerland,B
19,Gilbert Rey,F,,,,30/10/1930,31,,Lausanne,Switzerland,B
20,Roger Vonlanthen,F,"5'10""",177.8,12 04,05/12/1930,31,,Lausanne,Switzerland,B
21,Rolf WŸthrich,F,,,,04/09/1938,23,,Servette,Switzerland,B
22,Roberto Frigerio,F,,,,16/05/1938,24,,La Chaux-de-Fonds,Switzerland,B
1,Hans Tilkowski,G,,,,12/07/1935,26,Husen,Westfalia Herne,West Germany,B
2,Herbert Erhardt,D,"5'09""",175.26,12 11,06/07/1930,31,FŸrth,Greuther FŸrth,West Germany,B
3,Karl-Heinz Schnellinger,D,"5'11""",180.34,12 06,31/03/1939,23,DŸren,K_ln,West Germany,B
4,Willi Schulz,D,"5'11""",180.34,11 09,04/10/1938,23,Bochum,Schalke 04,West Germany,B
5,Leo Wilden,D,,,,03/07/1936,25,,K_ln,West Germany,B
6,Horst Szymaniak,M,,,,29/08/1934,27,Oer-Erkenschwick,Catania,West Germany,B
7,Willi Koslowski,F,"5'07""",170.18,10 12,17/02/1937,25,Gelsenkirchen,Schalke,West Germany,B
8,Helmut Haller,M,"5'10""",177.8,12 04,21/07/1939,22,Augsburg,BC Augsburg,West Germany,B
9,Uwe Seeler,F,"5'07""",170.18,11 11,05/11/1936,25,Hamburg,Hamburg,West Germany,B
10,Albert BrŸlls,M,"5'07""",170.18,11 05,26/03/1937,25,Anrath,B M_nchengladbach,West Germany,B
11,Hans Sch_fer,F,"5'09""",175.26,11 03,19/10/1927,34,K_ln-Zollstock,K_ln,West Germany,B
12,Hans Nowak,D,"5'10""",177.8,11 07,09/08/1937,24,Gelsenkirchen,Schalke,West Germany,B
13,JŸrgen Kurbjuhn,D,,,,26/07/1940,21,Tilsit,Hamburg,West Germany,B
14,JŸrgen Werner,D,,,,15/08/1935,26,,Hamburg,West Germany,B
15,Willi Giesemann,D,"5'09""",175.26,11 11,02/09/1937,24,RŸhme,Bayern Muncih,West Germany,B
16,Hans Sturm,F,"5'11""",180.34,11 11,03/09/1935,26,Sch_nau,K_ln,West Germany,B
17,Engelbert Kraus,F,,,,30/07/1934,27,,Kickers Offenbach,West Germany,B
18,GŸnther Herrmann,M,,,,11/09/1939,22,Trier,Karlsruhe,West Germany,B
19,Heinz Strehl,F,,,,20/07/1938,23,Kalchreuth,NŸrnberg,West Germany,B
20,Heinz Vollmar,F,,,,26/04/1936,26,,SaarbrŸcken,West Germany,B
21,GŸnter Sawitzki,G,,,,22/11/1932,29,,Stuttgart,West Germany,B
22,Wolfgang Fahrian,G,"5'11""",180.34,11 05,31/05/1941,20,,Ulm,West Germany,B
1,Gilmar,G,"5'11 """,180.34,11 05,22/08/1930,31,Saints,Saints,Brazil,C
2,Djalma Santos,D,"5'08 """,172.72,11 07,27/02/1929,33,Sao Paulo,Palm Trees,Brazil,C
3,Mauro Ramos,D,,,,30/08/1930,31,Poços de Caldas,Saints,Brazil,C
4,Zito,M,,,,08/08/1932,29,Rose bush,Saints,Brazil,C
5,Zozimo,D,,,,16/05/1925,37,Platform,Bangu,Brazil,C
6,N’lton Santos,D,"5'11 """,180.34,12 06,16/05/1925,37,,Botafogo,Brazil,C
7,Garrincha,F,"5'07 """,170.18,11 05,28/10/1933,28,Big Dick,Botafogo,Brazil,C
8,Didi,M,,,,08/10/1928,33,Rio de Janeiro,Botafogo,Brazil,C
9,Coutinho,F,,,,11/06/1943,18,,Saints,Brazil,C
10,Skin,F,,,,23/10/1940,21,three hearts,Saints,Brazil,C
11,Pepe,F,,,,25/02/1935,27,Saints,Saints,Brazil,C
12,Jair Marinho,G,,,,17/07/1936,25,,Fluminense,Brazil,C
13,Bellini,D,"5'11 """,180.34,13 01,07/06/1930,31,Itapira,Sao Paulo,Brazil,C
14,Jurandir,D,,,,22/01/1938,24,,Sao Paulo,Brazil,C
15,Altair,D,,,,22/01/1938,24,Niter—i,Fluminense,Brazil,C
16,Zequinha,M,,,,12/11/1940,21,,Palm Trees,Brazil,C
17,Meng‡lvio,M,,,,09/07/1940,21,,Saints,Brazil,C
18,Jair da Costa,F,,,,09/07/1940,21,,Portuguese,Brazil,C
19,Vav‡,F,,,,12/11/1934,27,Recife,Palm Trees,Brazil,C
20,Amarildo,F,"5'07 """,170.18,10 06,29/07/1939,22,Fields,Botafogo,Brazil,C
21,Zagallo,M,"5'07 """,170.18,09 08,08/09/1931,30,Macei—,Botafogo,Brazil,C
22,Castilho,G,,,,27/11/1927,34,Rio de Janeiro,Fluminense,Brazil,C
1,Viliam Schrojf,G,,,,02/08/1931,30,,Slovan Bratislava,Czechoslovakia,C
2,Jan L‡la,D,"5'09""",175.26,12 04,10/09/1936,25,,Dynamo Prague,Czechoslovakia,C
3,J‡n Popluh‡r,D,"6'00""",182.88,12 11,12/09/1935,26,Bernol‡kovo,Slovan Bratislava,Czechoslovakia,C
4,Ladislav Nov‡k,D,"5'09""",175.26,11 05,05/12/1931,30,,Dukla Prague,Czechoslovakia,C
5,Svatopluk Pluskal,M,"6'00""",182.88,12 06,28/10/1930,31,Zl’n,Dukla Prague,Czechoslovakia,C
6,Josef Masopust,M,"5'10""",177.8,11 11,09/02/1931,31,Most,Dukla Prague,Czechoslovakia,C
7,Jozef _tibr‡nyi,F,,,,11/04/1940,22,,Spartak Trnava,Czechoslovakia,C
8,Adolf Scherer,F,"5'10""",177.8,11 09,05/05/1938,24,Vrœtky,Inter Bratislava,Czechoslovakia,C
9,Pavol Moln‡r,F,"5'07""",170.18,10 08,13/02/1936,26,,Slovan Bratislava,Czechoslovakia,C
10,Jozef Adamec,F,"5'10""",177.8,11 07,26/02/1942,20,Vrbov_,Dukla Prague,Czechoslovakia,C
11,Josef Jel’nek,F,"5'08""",172.72,11 09,09/01/1942,20,,Dukla Prague,Czechoslovakia,C
12,Ji_’ Tich_,D,"5'10""",177.8,11 11,06/12/1933,28,,Inter Bratislava,Czechoslovakia,C
13,Franti_ek Schmucker,G,,,,28/01/1940,22,,Brno,Czechoslovakia,C
14,V‡clav Ma_ek,F,,,,21/03/1941,21,,Sparta Prague,Czechoslovakia,C
15,Vladim’r Koi_,F,,,,09/08/1935,26,,AS Trenc’n,Czechoslovakia,C
16,Titus Bubern’k,M,"5'10""",177.8,11 11,12/10/1933,28,,Inter Bratislava,Czechoslovakia,C
17,Tom‡_ Posp’chal,F,"5'08""",172.72,11 05,26/06/1936,25,,Sparta Prague,Czechoslovakia,C
18,Josef Kadraba,F,,,,20/09/1933,28,_evni_ov,SK Kladno,Czechoslovakia,C
19,Andrej Kva__‡k,M,"6'00""",182.88,12 08,19/05/1936,26,Ko_ice,Sparta Prague,Czechoslovakia,C
20,Jaroslav Borovi_ka,F,"5'09""",175.26,11 11,26/01/1931,31,,Dukla Prague,Czechoslovakia,C
21,Jozef Bomba,D,,,,30/03/1939,23,Bardejov,Tatran Pre_ov,Czechoslovakia,C
22,Pavel Kouba,G,,,,01/09/1938,23,,Dukla Prague,Czechoslovakia,C
1,Antonio Carbajal,G,"5'11""",180.34,11 09,07/06/1929,32,Mexico City,Le—n,Mexico,C
2,Jesœs del Muro,D,"5'10""",177.8,11 09,30/11/1937,24,,Atlas,Mexico,C
3,Guillermo Sepœlveda,D,"5'09""",175.26,11 11,28/02/1934,28,,Guadalajara,Mexico,C
4,Jose Villegas,D,"5'07""",170.18,11 11,20/06/1934,27,,Guadalajara,Mexico,C
5,Raœl C‡rdenas,F,"6'00""",182.88,12 00,30/10/1928,33,,Zacatapec,Mexico,C
6,Pedro N‡jera,M,"5'09""",175.26,11 07,03/02/1929,33,,Am_rica,Mexico,C
7,Alfredo del Aguila,F,"5'07""",170.18,10 12,03/01/1935,27,,Toluca,Mexico,C
8,Salvador Reyes,F,"5'08""",172.72,11 00,20/09/1936,25,,Guadalajara,Mexico,C
9,H_ctor Hern‡ndez,M,"5'10""",177.8,12 02,06/12/1935,26,,Guadalajara,Mexico,C
10,Guillermo Ort’z,F,,,,,,,Necaxa,Mexico,C
11,Isidoro D’az,M,"5'06""",167.64,10 03,14/03/1940,22,,Guadalajara,Mexico,C
12,Jaime G—mez,G,,,,,,,Guadalajara,Mexico,C
13,Arturo Chaires,D,"5'07""",170.18,10 12,14/03/1937,25,,Guadalajara,Mexico,C
14,Pedro Romero,M,,,,,,,Toluca,Mexico,C
15,Ignacio J‡uregui,D,"5'08""",172.72,11 03,31/07/1938,23,,Atlas,Mexico,C
16,Salvador Farf‡n,M,,,,,,,Atlante,Mexico,C
17,Felipe Ruvalcaba,F,,,,16/02/1941,21,,Oro,Mexico,C
18,Alfredo Hern‡ndez,M,,,,18/06/1935,26,,Monterrey,Mexico,C
19,Antonio Jasso,F,"5'09""",175.26,11 05,11/03/1935,27,,Am_rica,Mexico,C
20,Mario Velarde,M,"5'07""",170.18,11 03,29/03/1940,22,,Necaxa,Mexico,C
21,Alberto Baeza,F,,,,,,,Necaxa,Mexico,C
22,Antonio Mota,G,,,,,,,Oro,Mexico,C
1,Jos_ Araquist‡in,G,"5'11""",180.34,11 11,04/03/1937,25,Azkoitia,Real Madrid,Spain,C
2,Salvador Sadurn’,G,,,,03/04/1941,21,Arb—s,Barcelona,Spain,C
3,Carmelo,G,"6'00""",182.88,11 11,06/12/1930,31,Amorebieta,Athletic Bilbao,Spain,C
4,Enrique Collar,F,"5'05""",165.1,09 11,02/11/1934,27,San Juan de Aznalfarache,Atl_tico Madrid,Spain,C
5,Luis del Sol,M,"5'07""",170.18,10 08,06/04/1935,27,Arcos del Jal—n,Real Madrid,Spain,C
6,Alfredo Di St_fano,F,"5'10""",177.8,,04/07/1926,35,Buenos Aires,Real Madrid,Spain,C
7,Luis Mar’a Echeberr’a,D,,,,24/03/1940,22,Erandio,Athletic Bilbao,Spain,C
8,Jesœs Garay,M,"6'00""",182.88,12 02,10/09/1930,31,Bilbao,Barcelona,Spain,C
9,Francisco Gento,M,,,,21/10/1933,28,Guarnizo,Real Madrid,Spain,C
10,Sigfrido Gracia,D,,,,27/03/1932,30,Gavˆ,Barcelona,Spain,C
11,Feliciano Rivilla,D,"5'06""",167.64,10 08,21/08/1936,25,çvila,Atl_tico Madrid,Spain,C
12,Joaqu’n Peir—,M,,,,29/01/1936,26,Madrid,Atl_tico Madrid,Spain,C
13,Pach’n,M,,,,28/12/1938,23,Torrelavega,Real Madrid,Spain,C
14,Ferenc Pusk‡s,F,,,,02/04/1927,35,Budapest,Real Madrid,Spain,C
15,Eulogio Mart’nez,M,,,,11/03/1934,28,Asunci—n,Barcelona,Spain,C
16,Severino Reija,D,"5'06""",167.64,11 03,25/11/1938,23,Lugo,Zaragoza,Spain,C
17,Rodri,D,,,,08/03/1934,28,Barcelona,Barcelona,Spain,C
18,Adelardo,F,"5'10""",177.8,11 03,26/09/1939,22,Badajoz,Atl_tico Madrid,Spain,C
19,Jos_ Santamar’a,D,"5'10""",177.8,10 10,31/07/1929,32,Montevideo,Real Madrid,Spain,C
20,Joan Segarra,D,"5'09""",175.26,11 07,15/11/1927,34,Barcelona,Barcelona,Spain,C
21,Luis Su‡rez,M,"5'10""",177.8,11 05,02/05/1935,27,La Coru–a,Internazionale,Spain,C
22,Mart’n Verg_s,M,,,,08/03/1934,28,Vidreres,Barcelona,Spain,C
1,Antonio Roma,G,"5'10""",177.8,12 08,13/07/1932,29,Villa Lugano,Boca Juniors,Argentina,D
2,Jos_ Ramos Delgado,M,"5'11""",180.34,12 08,26/08/1935,26,,River Plate,Argentina,D
3,Silvio Marzolini,D,"6'00""",182.88,12 08,04/10/1940,21,Buenos Aires,Boca Juniors,Argentina,D
4,Alberto Sainz,D,"5'04""",162.56,09 11,13/12/1937,24,,River Plate,Argentina,D
5,Federico Sacchi,M,"6'00""",182.88,12 02,09/08/1936,25,,Racing Club,Argentina,D
6,Raœl P‡ez,D,"5'09""",175.26,11 05,26/05/1937,25,,San Lorenzo,Argentina,D
7,H_ctor Facundo,F,,,,02/11/1937,24,,San Lorenzo,Argentina,D
8,Mart’n Pando,F,"5'03""",160.02,10 01,26/12/1934,27,,River Plate,Argentina,D
9,Marcelo Pagani,F,"5'10""",177.8,11 11,19/08/1941,20,,River Plate,Argentina,D
10,Jos_ Sanfilippo,F,"5'06""",167.64,11 03,04/04/1935,27,Capital Federal,San Lorenzo,Argentina,D
11,Raœl Bel_n,F,"5'08""",172.72,11 07,01/07/1931,30,,Racing Club,Argentina,D
12,Rogelio Dom’nguez,G,"6'02""",187.96,13 01,09/03/1932,30,,River Plate,Argentina,D
